日期,收市,開市,高,低,成交量,更改%
2016年12月5日,754.3,766.4,769.2,746,51.17K,-1.57%
2016年12月6日,758.2,754.3,762.5,750.9,33.43K,0.51%
2016年12月7日,765.6,758.2,769,754.3,34.87K,0.97%
2016年12月8日,768.5,765.6,773.4,761.2,28.78K,0.38%
2016年12月9日,770.5,768.5,773.5,765,24.18K,0.26%
2016年12月10日,774,770.5,777,769.2,18.02K,0.46%
2016年12月11日,767.9,774,774.2,763,17.14K,-0.79%
2016年12月12日,778.5,767.9,781.3,767.9,28.76K,1.38%
2016年12月13日,778.7,778.5,790.3,767.8,33.11K,0.03%
2016年12月14日,776.5,778.7,780.8,771,24.78K,-0.29%
2016年12月15日,775.2,776.5,780.3,773.1,26.22K,-0.17%
2016年12月16日,782,775.2,783.9,773.3,27.61K,0.88%
2016年12月17日,787.2,782,791.6,779.4,23.58K,0.65%
2016年12月18日,789,787.2,791.3,783.8,14.53K,0.23%
2016年12月19日,789.8,789,793.7,786.3,25.46K,0.10%
2016年12月20日,799.1,789.8,800,787.1,34.48K,1.18%
2016年12月21日,829.2,799.1,833.1,796,65.29K,3.77%
2016年12月22日,860.2,829.2,874.7,828.9,70.56K,3.73%
2016年12月23日,917.2,860.2,920.3,858,102.22K,6.63%
2016年12月24日,891.1,917.2,920.5,880.8,46.03K,-2.85%
2016年12月25日,891.1,891.1,895.2,851.4,42.48K,0.00%
2016年12月26日,898.4,891.1,909.3,885.9,38.79K,0.82%
2016年12月27日,925.8,898.4,937.9,893.4,49.69K,3.05%
2016年12月28日,972.2,925.8,974.5,925.5,77.29K,5.01%
2016年12月29日,971.1,972.2,982.6,949.2,61.13K,-0.11%
2016年12月30日,959,971.1,971.6,927.4,70.84K,-1.24%
2016年12月31日,963.4,959,965.5,942.4,27.56K,0.45%
2017年1月1日,995.4,963.4,"1,001.60",956.1,41.15K,3.33%
2017年1月2日,"1,017.00",995.4,"1,031.70",990.2,64.95K,2.17%
2017年1月3日,"1,033.30","1,017.00","1,035.50","1,006.50",54.79K,1.60%
2017年1月4日,"1,135.40","1,033.30","1,148.50","1,022.30",156.27K,9.88%
2017年1月5日,989.3,"1,135.40","1,150.60",874.5,240.01K,-12.86%
2017年1月6日,886.2,989.3,"1,027.40",852.5,194.29K,-10.43%
2017年1月7日,888.9,886.2,900.9,806.7,130.66K,0.31%
2017年1月8日,900.9,888.9,936.1,875.8,76.91K,1.35%
2017年1月9日,899.8,900.9,910.5,870.9,62.58K,-0.12%
2017年1月10日,904.4,899.8,911.3,890.1,53.71K,0.51%
2017年1月11日,785.4,904.4,917.7,751.6,194.44K,-13.15%
2017年1月12日,810.1,785.4,828.2,739.5,120.24K,3.14%
2017年1月13日,824.8,810.1,835,771,89.86K,1.82%
2017年1月14日,819.6,824.8,838.9,808.3,44.21K,-0.63%
2017年1月15日,821.2,819.6,826.4,808.6,24.40K,0.19%
2017年1月16日,827.3,821.2,836.7,817.7,33.22K,0.75%
2017年1月17日,899.7,827.3,906.4,825,82.21K,8.74%
2017年1月18日,872,899.7,913.7,845.9,69.26K,-3.07%
2017年1月19日,895.2,872,905.3,870.7,58.44K,2.66%
2017年1月20日,892.9,895.2,901.5,878.9,38.87K,-0.26%
2017年1月21日,919.8,892.9,928.9,889.5,40.38K,3.02%
2017年1月22日,918.8,919.8,938.4,888.6,47.93K,-0.11%
2017年1月23日,921.5,918.8,928,910.8,32.74K,0.29%
2017年1月24日,893.8,921.5,925.6,889.2,58.87K,-3.01%
2017年1月25日,894.4,893.8,905.7,883.6,37.90K,0.07%
2017年1月26日,915.6,894.4,919.3,893.5,33.80K,2.36%
2017年1月27日,918,915.6,922.6,907.9,30.97K,0.27%
2017年1月28日,918.5,918,921.9,912.8,14.31K,0.05%
2017年1月29日,914.5,918.5,922.4,912.7,11.05K,-0.43%
2017年1月30日,920.7,914.5,922.3,911.5,19.06K,0.68%
2017年1月31日,965.5,920.7,967.5,917.4,54.67K,4.86%
2017年2月1日,982.4,965.5,986.6,959.8,45.22K,1.75%
2017年2月2日,"1,004.00",982.4,"1,009.10",973.5,50.86K,2.19%
2017年2月3日,"1,013.00","1,004.00","1,023.70",989.2,61.67K,0.90%
2017年2月4日,"1,031.80","1,013.00","1,041.00","1,000.40",39.46K,1.86%
2017年2月5日,"1,016.10","1,031.80","1,033.70","1,004.00",31.06K,-1.53%
2017年2月6日,"1,024.70","1,016.10","1,030.60","1,010.80",32.02K,0.84%
2017年2月7日,"1,049.60","1,024.70","1,054.10","1,019.90",39.55K,2.43%
2017年2月8日,"1,055.50","1,049.60","1,069.20","1,020.30",65.15K,0.56%
2017年2月9日,979,"1,055.50","1,073.00",924.7,146.75K,-7.25%
2017年2月10日,997.6,979,"1,005.60",947,62.13K,1.91%
2017年2月11日,"1,008.30",997.6,"1,014.30",983.9,28.32K,1.07%
2017年2月12日,996.5,"1,008.30","1,007.80",992.5,14.75K,-1.17%
2017年2月13日,995.4,996.5,"1,007.60",975.1,32.91K,-0.12%
2017年2月14日,"1,008.30",995.4,"1,013.80",986.5,39.54K,1.30%
2017年2月15日,"1,008.20","1,008.30","1,010.90",999.7,23.36K,-0.01%
2017年2月16日,"1,031.90","1,008.20","1,040.30","1,007.40",38.08K,2.35%
2017年2月17日,"1,049.40","1,031.90","1,057.40","1,025.90",45.71K,1.69%
2017年2月18日,"1,052.30","1,049.40","1,063.20","1,044.70",25.36K,0.27%
2017年2月19日,"1,048.90","1,052.30","1,056.50","1,037.70",17.95K,-0.32%
2017年2月20日,"1,077.60","1,048.90","1,081.80","1,041.00",31.01K,2.73%
2017年2月21日,"1,119.00","1,077.60","1,123.00","1,073.50",57.05K,3.85%
2017年2月22日,"1,120.50","1,119.00","1,132.30","1,094.80",47.91K,0.13%
2017年2月23日,"1,171.90","1,120.50","1,181.60","1,113.50",65.74K,4.59%
2017年2月24日,"1,176.50","1,171.90","1,211.70","1,092.40",108.17K,0.39%
2017年2月25日,"1,149.10","1,176.50","1,180.00","1,116.20",45.86K,-2.33%
2017年2月26日,"1,171.60","1,149.10","1,177.50","1,130.60",30.77K,1.96%
2017年2月27日,"1,188.80","1,171.60","1,195.80","1,164.30",35.47K,1.47%
2017年2月28日,"1,189.30","1,188.80","1,208.20","1,175.80",50.58K,0.04%
2017年3月1日,"1,222.70","1,189.30","1,225.00","1,154.60",51.15K,2.81%
2017年3月2日,"1,255.50","1,222.70","1,287.00","1,212.00",78.49K,2.68%
2017年3月3日,"1,283.30","1,255.50","1,291.30","1,250.80",67.28K,2.22%
2017年3月4日,"1,264.30","1,283.30","1,285.80","1,228.70",38.42K,-1.48%
2017年3月5日,"1,271.20","1,264.30","1,273.30","1,242.10",25.43K,0.55%
2017年3月6日,"1,277.00","1,271.20","1,280.60","1,261.00",31.03K,0.46%
2017年3月7日,"1,232.70","1,277.00","1,280.90","1,148.70",87.72K,-3.47%
2017年3月8日,"1,147.00","1,232.70","1,242.00","1,136.90",97.88K,-6.95%
2017年3月9日,"1,191.30","1,147.00","1,207.00","1,129.30",59.86K,3.87%
2017年3月10日,"1,112.40","1,191.30","1,330.40",988.7,190.47K,-6.63%
2017年3月11日,"1,179.20","1,112.40","1,202.70","1,104.80",70.75K,6.01%
2017年3月12日,"1,225.10","1,179.20","1,235.50","1,160.90",44.41K,3.89%
2017年3月13日,"1,238.20","1,225.10","1,245.60","1,205.60",60.46K,1.07%
2017年3月14日,"1,243.10","1,238.20","1,255.50","1,218.40",45.14K,0.40%
2017年3月15日,"1,253.40","1,243.10","1,256.90","1,236.40",43.59K,0.83%
2017年3月16日,"1,172.90","1,253.40","1,260.20","1,119.00",132.77K,-6.43%
2017年3月17日,"1,071.70","1,172.90","1,174.90","1,063.50",163.74K,-8.63%
2017年3月18日,971.4,"1,071.70","1,103.60",940.2,210.42K,-9.36%
2017年3月19日,"1,022.60",971.4,"1,063.70",967.3,106.45K,5.27%
2017年3月20日,"1,047.50","1,022.60","1,057.50","1,005.00",61.43K,2.44%
2017年3月21日,"1,121.30","1,047.50","1,125.50","1,043.90",92.59K,7.04%
2017年3月22日,"1,044.70","1,121.30","1,121.90",997.8,115.29K,-6.83%
2017年3月23日,"1,035.00","1,044.70","1,062.80","1,022.00",56.52K,-0.93%
2017年3月24日,939.7,"1,035.00","1,038.40",927.3,132.60K,-9.21%
2017年3月25日,966.3,939.7,996,890.4,127.05K,2.83%
2017年3月26日,969.4,966.3,"1,004.30",946.7,85.33K,0.32%
2017年3月27日,"1,045.10",969.4,"1,048.80",961.8,91.26K,7.81%
2017年3月28日,"1,044.40","1,045.10","1,068.40","1,015.50",80.00K,-0.07%
2017年3月29日,"1,041.90","1,044.40","1,058.70","1,008.30",68.85K,-0.24%
2017年3月30日,"1,037.90","1,041.90","1,052.70","1,020.90",74.99K,-0.38%
2017年3月31日,"1,079.10","1,037.90","1,088.20","1,035.20",90.99K,3.97%
2017年4月1日,"1,086.10","1,079.10","1,103.70","1,067.50",50.66K,0.65%
2017年4月2日,"1,097.40","1,086.10","1,109.50","1,074.20",70.98K,1.04%
2017年4月3日,"1,147.60","1,097.40","1,157.90","1,095.60",98.50K,4.57%
2017年4月4日,"1,141.80","1,147.60","1,161.20","1,122.20",71.00K,-0.50%
2017年4月5日,"1,129.90","1,141.80","1,143.80","1,110.10",69.47K,-1.04%
2017年4月6日,"1,188.70","1,129.90","1,201.60","1,130.50",92.36K,5.21%
2017年4月7日,"1,190.50","1,188.70","1,201.20","1,173.20",59.75K,0.15%
2017年4月8日,"1,180.80","1,190.50","1,198.20","1,166.70",33.18K,-0.82%
2017年4月9日,"1,204.30","1,180.80","1,215.10","1,174.00",45.35K,2.00%
2017年4月10日,"1,206.70","1,204.30","1,214.90","1,194.80",40.01K,0.20%
2017年4月11日,"1,220.70","1,206.70","1,229.60","1,195.80",37.40K,1.16%
2017年4月12日,"1,212.50","1,220.70","1,225.50","1,207.40",44.78K,-0.67%
2017年4月13日,"1,176.20","1,212.50","1,218.70","1,150.30",66.05K,-3.00%
2017年4月14日,"1,177.30","1,176.20","1,195.40","1,162.20",47.22K,0.10%
2017年4月15日,"1,177.00","1,177.30","1,194.80",841.5,28.39K,-0.03%
2017年4月16日,"1,176.80","1,177.00","1,188.00","1,166.70",18.93K,-0.02%
2017年4月17日,"1,194.00","1,176.80","1,203.00","1,172.80",46.48K,1.46%
2017年4月18日,"1,206.10","1,194.00","1,213.90","1,191.10",52.75K,1.01%
2017年4月19日,"1,215.20","1,206.10","1,218.20","1,194.10",43.35K,0.76%
2017年4月20日,"1,238.10","1,215.20","1,246.60","1,210.70",55.20K,1.88%
2017年4月21日,"1,249.60","1,238.10","1,257.00","1,235.60",41.34K,0.93%
2017年4月22日,"1,240.90","1,249.60","1,257.00","1,215.80",43.82K,-0.70%
2017年4月23日,"1,249.10","1,240.90","1,256.20","1,223.10",42.61K,0.66%
2017年4月24日,"1,248.20","1,249.10","1,256.40","1,234.90",38.54K,-0.08%
2017年4月25日,"1,264.30","1,248.20","1,272.60","1,244.20",43.89K,1.29%
2017年4月26日,"1,286.60","1,264.30","1,309.20","1,263.00",58.91K,1.77%
2017年4月27日,"1,332.90","1,286.60","1,346.80","1,285.30",61.77K,3.60%
2017年4月28日,"1,329.60","1,332.90","1,356.20","1,287.60",77.57K,-0.25%
2017年4月29日,"1,336.30","1,329.60","1,343.70","1,314.20",40.97K,0.50%
2017年4月30日,"1,351.90","1,336.30","1,358.90","1,309.70",40.64K,1.17%
2017年5月1日,"1,415.80","1,351.90","1,448.70","1,342.80",100.44K,4.73%
2017年5月2日,"1,445.90","1,415.80","1,471.10","1,394.80",70.01K,2.13%
2017年5月3日,"1,485.60","1,445.90","1,496.40","1,424.10",81.72K,2.74%
2017年5月4日,"1,516.80","1,485.60","1,609.80","1,437.10",136.71K,2.10%
2017年5月5日,"1,507.80","1,516.80","1,588.10","1,485.00",120.38K,-0.59%
2017年5月6日,"1,545.30","1,507.80","1,560.40","1,503.90",59.60K,2.49%
2017年5月7日,"1,554.40","1,545.30","1,572.90","1,495.20",71.36K,0.59%
2017年5月8日,"1,664.50","1,554.40","1,667.70","1,552.90",107.23K,7.08%
2017年5月9日,"1,697.50","1,664.50","1,757.40","1,620.00",127.23K,1.98%
2017年5月10日,"1,752.30","1,697.50","1,766.20","1,665.00",89.68K,3.23%
2017年5月11日,"1,819.30","1,752.30","1,864.80","1,741.50",109.01K,3.82%
2017年5月12日,"1,686.40","1,819.30","1,822.50","1,641.20",109.34K,-7.31%
2017年5月13日,"1,763.70","1,686.40","1,770.50","1,594.60",75.47K,4.59%
2017年5月14日,"1,772.60","1,763.70","1,802.80","1,736.10",40.64K,0.50%
2017年5月15日,"1,708.90","1,772.60","1,776.70","1,656.80",80.24K,-3.59%
2017年5月16日,"1,729.30","1,708.90","1,752.60","1,653.70",75.54K,1.19%
2017年5月17日,"1,801.30","1,729.30","1,842.80","1,704.00",94.62K,4.16%
2017年5月18日,"1,881.00","1,801.30","1,980.50","1,791.10",73.10K,4.42%
2017年5月19日,"1,962.00","1,881.00","1,969.70","1,875.30",98.76K,4.31%
2017年5月20日,"2,040.20","1,962.00","2,048.40","1,944.40",89.86K,3.98%
2017年5月21日,"2,044.20","2,040.20","2,094.90","1,980.10",78.78K,0.20%
2017年5月22日,"2,124.40","2,044.20","2,264.80","1,998.60",174.38K,3.92%
2017年5月23日,"2,272.60","2,124.40","2,286.30","2,110.80",114.18K,6.97%
2017年5月24日,"2,445.30","2,272.60","2,497.00","2,263.30",149.26K,7.60%
2017年5月25日,"2,307.20","2,445.30","2,781.80","2,210.50",248.44K,-5.65%
2017年5月26日,"2,244.90","2,307.00","2,616.50","2,051.40",191.49K,-2.70%
2017年5月27日,"2,052.40","2,244.90","2,322.40","1,868.60",222.95K,-8.57%
2017年5月28日,"2,189.00","2,052.40","2,300.50","2,051.10",125.00K,6.66%
2017年5月29日,"2,278.20","2,189.00","2,337.40","2,117.30",92.24K,4.07%
2017年5月30日,"2,192.60","2,278.20","2,329.30","2,147.10",120.96K,-3.76%
2017年5月31日,"2,303.30","2,192.60","2,330.60","2,168.40",117.75K,5.05%
2017年6月1日,"2,412.60","2,303.30","2,460.80","2,303.30",122.70K,4.75%
2017年6月2日,"2,492.60","2,412.60","2,494.00","2,385.60",83.03K,3.31%
2017年6月3日,"2,545.40","2,492.60","2,582.80","2,449.90",70.96K,2.12%
2017年6月4日,"2,524.10","2,545.40","2,559.80","2,478.20",59.48K,-0.84%
2017年6月5日,"2,705.00","2,524.10","2,705.40","2,523.90",86.69K,7.17%
2017年6月6日,"2,870.50","2,705.00","2,931.20","2,699.70",192.23K,6.12%
2017年6月7日,"2,691.50","2,870.50","2,880.90","2,626.60",122.68K,-6.24%
2017年6月8日,"2,798.80","2,691.50","2,808.40","2,623.60",95.42K,3.99%
2017年6月9日,"2,811.40","2,798.80","2,852.10","2,786.10",67.05K,0.45%
2017年6月10日,"2,900.30","2,811.40","2,914.20","2,807.40",86.52K,3.16%
2017年6月11日,"2,973.40","2,900.30","2,977.90","2,867.30",83.03K,2.52%
2017年6月12日,"2,656.80","2,973.40","2,985.10","2,483.60",217.96K,-10.65%
2017年6月13日,"2,713.00","2,656.80","2,784.80","2,647.40",116.74K,2.12%
2017年6月14日,"2,467.30","2,713.00","2,803.70","2,349.00",174.19K,-9.06%
2017年6月15日,"2,442.50","2,467.30","2,521.60","2,125.60",262.79K,-1.01%
2017年6月16日,"2,508.60","2,442.50","2,536.40","2,335.30",117.21K,2.71%
2017年6月17日,"2,655.10","2,508.60","2,690.70","2,454.80",95.95K,5.84%
2017年6月18日,"2,539.60","2,655.10","2,676.00","2,488.60",92.00K,-4.35%
2017年6月19日,"2,616.80","2,539.60","2,617.80","2,518.80",81.83K,3.04%
2017年6月20日,"2,754.40","2,616.80","2,800.50","2,614.00",111.30K,5.26%
2017年6月21日,"2,677.60","2,754.40","2,804.40","2,624.40",116.03K,-2.79%
2017年6月22日,"2,722.80","2,677.60","2,757.30","2,623.20",78.30K,1.69%
2017年6月23日,"2,710.40","2,722.80","2,759.70","2,699.50",56.94K,-0.46%
2017年6月24日,"2,590.10","2,710.40","2,741.60","2,540.40",86.96K,-4.44%
2017年6月25日,"2,541.60","2,590.10","2,660.70","2,472.40",86.97K,-1.87%
2017年6月26日,"2,446.10","2,541.60","2,584.80","2,327.30",165.83K,-3.76%
2017年6月27日,"2,583.80","2,446.10","2,585.10","2,309.60",159.26K,5.63%
2017年6月28日,"2,577.70","2,583.80","2,616.90","2,490.10",110.42K,-0.23%
2017年6月29日,"2,558.40","2,577.70","2,605.90","2,526.50",75.32K,-0.75%
2017年6月30日,"2,480.60","2,558.40","2,576.30","2,469.50",73.00K,-3.04%
2017年7月1日,"2,424.60","2,480.60","2,529.60","2,387.50",66.32K,-2.26%
2017年7月2日,"2,536.50","2,424.60","2,555.30","2,375.90",67.76K,4.61%
2017年7月3日,"2,572.50","2,536.50","2,617.50","2,506.30",83.42K,1.42%
2017年7月4日,"2,617.30","2,572.50","2,658.70","2,570.00",80.68K,1.74%
2017年7月5日,"2,627.90","2,617.30","2,642.70","2,562.00",89.72K,0.40%
2017年7月6日,"2,614.20","2,627.90","2,634.80","2,581.80",60.16K,-0.52%
2017年7月7日,"2,513.90","2,614.20","2,617.50","2,484.70",90.45K,-3.84%
2017年7月8日,"2,564.90","2,513.90","2,568.70","2,480.60",54.51K,2.03%
2017年7月9日,"2,511.40","2,564.90","2,576.70","2,509.60",39.16K,-2.08%
2017年7月10日,"2,344.00","2,511.40","2,530.30","2,271.80",123.80K,-6.67%
2017年7月11日,"2,324.30","2,344.00","2,412.80","2,265.50",146.63K,-0.84%
2017年7月12日,"2,403.10","2,324.30","2,424.80","2,262.10",109.52K,3.39%
2017年7月13日,"2,362.40","2,403.10","2,436.70","2,335.00",88.17K,-1.69%
2017年7月14日,"2,234.20","2,362.40","2,370.50","2,165.40",114.41K,-5.43%
2017年7月15日,"1,975.10","2,234.20","2,237.10","1,974.00",155.32K,-11.60%
2017年7月16日,"1,914.10","1,975.10","2,044.40","1,809.00",189.64K,-3.09%
2017年7月17日,"2,233.40","1,914.10","2,233.80","1,913.80",176.89K,16.68%
2017年7月18日,"2,320.20","2,233.40","2,400.70","2,164.60",202.62K,3.89%
2017年7月19日,"2,282.60","2,320.20","2,412.40","2,243.10",154.32K,-1.62%
2017年7月20日,"2,866.00","2,282.60","2,932.80","2,282.10",310.34K,25.56%
2017年7月21日,"2,675.10","2,866.00","2,874.00","2,622.50",193.76K,-6.66%
2017年7月22日,"2,836.50","2,675.10","2,876.70","2,658.60",121.92K,6.04%
2017年7月23日,"2,756.60","2,836.50","2,856.70","2,675.60",108.23K,-2.82%
2017年7月24日,"2,763.40","2,756.60","2,798.90","2,715.70",83.01K,0.25%
2017年7月25日,"2,582.60","2,763.40","2,779.10","2,472.60",205.88K,-6.54%
2017年7月26日,"2,559.20","2,582.60","2,631.70","2,441.50",135.50K,-0.90%
2017年7月27日,"2,691.90","2,559.20","2,712.90","2,547.70",103.83K,5.18%
2017年7月28日,"2,806.80","2,691.90","2,843.80","2,683.60",138.91K,4.27%
2017年7月29日,"2,733.50","2,806.80","2,812.10","2,699.40",84.49K,-2.61%
2017年7月30日,"2,766.50","2,733.50","2,773.10","2,621.70",82.72K,1.21%
2017年7月31日,"2,883.30","2,766.50","2,916.30","2,723.10",91.12K,4.22%
2017年8月1日,"2,747.00","2,883.30","2,946.00","2,659.60",123.17K,-4.73%
2017年8月2日,"2,720.50","2,747.00","2,773.80","2,668.90",81.82K,-0.96%
2017年8月3日,"2,810.00","2,720.50","2,822.90","2,717.60",68.10K,3.29%
2017年8月4日,"2,878.50","2,810.00","2,892.70","2,779.50",68.76K,2.44%
2017年8月5日,"3,262.80","2,878.50","3,344.00","2,875.90",159.40K,13.35%
2017年8月6日,"3,232.00","3,262.80","3,295.10","3,166.50",60.66K,-0.94%
2017年8月7日,"3,401.90","3,232.00","3,425.10","3,198.50",88.11K,5.26%
2017年8月8日,"3,429.40","3,401.90","3,494.90","3,357.10",106.94K,0.81%
2017年8月9日,"3,348.80","3,429.40","3,437.10","3,251.00",97.06K,-2.35%
2017年8月10日,"3,425.70","3,348.80","3,453.80","3,322.90",71.00K,2.30%
2017年8月11日,"3,654.40","3,425.70","3,706.50","3,409.80",97.56K,6.68%
2017年8月12日,"3,871.60","3,654.40","3,967.30","3,611.40",123.59K,5.94%
2017年8月13日,"4,062.60","3,871.60","4,189.40","3,847.30",158.59K,4.93%
2017年8月14日,"4,327.90","4,062.60","4,336.70","3,978.90",128.46K,6.53%
2017年8月15日,"4,161.70","4,327.90","4,436.50","3,837.10",211.58K,-3.84%
2017年8月16日,"4,387.40","4,161.70","4,398.10","3,938.60",112.90K,5.42%
2017年8月17日,"4,278.90","4,387.40","4,487.50","4,194.10",127.48K,-2.47%
2017年8月18日,"4,105.40","4,278.90","4,362.70","3,978.30",144.40K,-4.06%
2017年8月19日,"4,150.50","4,105.40","4,189.70","3,957.50",113.72K,1.10%
2017年8月20日,"4,066.60","4,150.50","4,182.30","4,034.40",70.16K,-2.02%
2017年8月21日,"4,005.10","4,066.60","4,097.30","3,966.90",90.65K,-1.51%
2017年8月22日,"4,089.70","4,005.10","4,142.70","3,612.20",169.14K,2.11%
2017年8月23日,"4,141.10","4,089.70","4,255.60","4,070.50",96.65K,1.26%
2017年8月24日,"4,318.40","4,141.10","4,364.10","4,111.70",72.36K,4.28%
2017年8月25日,"4,364.40","4,318.40","4,461.70","4,292.60",82.90K,1.07%
2017年8月26日,"4,352.30","4,364.40","4,379.30","4,263.30",46.16K,-0.28%
2017年8月27日,"4,345.80","4,352.30","4,408.20","4,321.10",42.52K,-0.15%
2017年8月28日,"4,390.30","4,345.80","4,403.10","4,195.20",75.49K,1.03%
2017年8月29日,"4,597.30","4,390.30","4,647.80","4,350.20",100.80K,4.71%
2017年8月30日,"4,583.00","4,597.30","4,644.10","4,491.80",68.47K,-0.31%
2017年8月31日,"4,735.10","4,583.00","4,765.10","4,580.10",72.29K,3.32%
2017年9月1日,"4,921.90","4,735.10","4,925.20","4,690.20",102.01K,3.94%
2017年9月2日,"4,573.80","4,921.90","4,976.50","4,448.60",160.77K,-7.07%
2017年9月3日,"4,612.90","4,573.80","4,719.80","4,397.70",102.82K,0.86%
2017年9月4日,"4,267.50","4,612.90","4,621.00","4,098.60",170.40K,-7.49%
2017年9月5日,"4,409.10","4,267.50","4,496.70","4,004.60",158.41K,3.32%
2017年9月6日,"4,618.70","4,409.10","4,660.00","4,401.50",110.93K,4.75%
2017年9月7日,"4,635.60","4,618.70","4,690.50","4,493.20",70.53K,0.37%
2017年9月8日,"4,326.50","4,635.60","4,699.60","4,130.90",180.36K,-6.67%
2017年9月9日,"4,335.10","4,326.50","4,402.10","4,185.30",77.09K,0.20%
2017年9月10日,"4,245.90","4,335.10","4,338.10","4,032.10",108.08K,-2.06%
2017年9月11日,"4,217.90","4,245.90","4,364.40","4,134.60",88.76K,-0.66%
2017年9月12日,"4,158.90","4,217.90","4,387.80","4,075.00",107.04K,-1.40%
2017年9月13日,"3,870.30","4,158.90","4,174.60","3,752.00",186.54K,-6.94%
2017年9月14日,"3,243.10","3,870.30","3,930.70","3,219.00",317.59K,-16.21%
2017年9月15日,"3,713.80","3,243.10","3,824.40","2,979.90",448.55K,14.51%
2017年9月16日,"3,698.90","3,713.80","3,893.70","3,551.80",169.36K,-0.40%
2017年9月17日,"3,689.60","3,698.90","3,796.60","3,485.80",96.07K,-0.25%
2017年9月18日,"4,100.30","3,689.60","4,122.80","3,689.00",147.93K,11.13%
2017年9月19日,"3,908.00","4,100.30","4,120.70","3,852.20",123.22K,-4.69%
2017年9月20日,"3,882.20","3,908.00","4,053.00","3,846.80",86.65K,-0.66%
2017年9月21日,"3,617.30","3,882.20","3,912.80","3,576.50",145.13K,-6.82%
2017年9月22日,"3,600.80","3,617.30","3,753.50","3,505.80",114.72K,-0.45%
2017年9月23日,"3,788.00","3,600.80","3,813.40","3,563.20",67.82K,5.20%
2017年9月24日,"3,667.50","3,788.00","3,790.90","3,633.90",49.66K,-3.18%
2017年9月25日,"3,932.80","3,667.50","3,971.50","3,665.70",100.20K,7.23%
2017年9月26日,"3,892.70","3,932.80","3,982.30","3,858.80",63.25K,-1.02%
2017年9月27日,"4,212.20","3,892.70","4,232.40","3,882.10",117.60K,8.21%
2017年9月28日,"4,195.60","4,212.20","4,274.60","4,112.90",92.23K,-0.39%
2017年9月29日,"4,172.80","4,195.60","4,237.50","4,030.40",97.80K,-0.54%
2017年9月30日,"4,360.60","4,172.80","4,383.30","4,164.30",67.49K,4.50%
2017年10月1日,"4,403.10","4,360.60","4,412.60","4,258.30",60.58K,0.97%
2017年10月2日,"4,401.30","4,403.10","4,477.40","4,364.70",71.20K,-0.04%
2017年10月3日,"4,314.20","4,401.30","4,436.00","4,230.70",81.87K,-1.98%
2017年10月4日,"4,218.70","4,314.20","4,355.30","4,183.60",64.08K,-2.21%
2017年10月5日,"4,321.40","4,218.70","4,365.80","4,143.40",63.61K,2.44%
2017年10月6日,"4,371.90","4,321.40","4,422.10","4,296.90",61.69K,1.17%
2017年10月7日,"4,435.80","4,371.90","4,472.90","4,319.50",40.20K,1.46%
2017年10月8日,"4,611.70","4,435.80","4,622.90","4,419.40",71.37K,3.97%
2017年10月9日,"4,777.50","4,611.70","4,875.40","4,556.10",110.19K,3.59%
2017年10月10日,"4,763.40","4,777.50","4,930.00","4,722.80",98.49K,-0.30%
2017年10月11日,"4,824.20","4,763.40","4,874.90","4,718.60",70.48K,1.28%
2017年10月12日,"5,432.60","4,824.20","5,432.60","4,815.00",163.92K,12.61%
2017年10月13日,"5,637.30","5,432.60","5,852.80","5,392.00",215.02K,3.77%
2017年10月14日,"5,824.70","5,637.30","5,839.60","5,568.90",76.22K,3.33%
2017年10月15日,"5,688.10","5,824.70","5,862.70","5,448.20",101.64K,-2.34%
2017年10月16日,"5,759.30","5,677.40","5,795.30","5,576.10",61.36K,1.25%
2017年10月17日,"5,598.60","5,759.30","5,773.30","5,521.10",65.64K,-2.79%
2017年10月18日,"5,575.80","5,598.60","5,601.30","5,114.90",122.02K,-0.41%
2017年10月19日,"5,698.60","5,576.70","5,737.40","5,517.60",83.06K,2.20%
2017年10月20日,"5,993.10","5,698.60","6,075.30","5,611.40",123.86K,5.17%
2017年10月21日,"6,006.60","5,993.10","6,187.20","5,874.50",112.94K,0.23%
2017年10月22日,"5,982.90","6,006.60","6,070.60","5,723.00",105.03K,-0.40%
