time,label,name,painter,pigment,tag,attribute,img_src
浪漫主義,Delacroix021,戰鬥 Le Combat,德拉克窪 Eugene Delacroix,油墨．紙．畫板 Oil on paper laid on panel,#Combat#Delacroix021,情境,https://www.ss.net.tw/images/product_images/popup_images/Delacroix021.webp
人物,Lynch002,化妝舞會的年輕女孩 Young girls wearing Masks Masquerade,阿爾伯特．林奇 Albert Lynch,油彩．畫板 Oil on panel,#化妝舞會的年輕女孩#Young#girls#wearing#Masks#Masquerade#Lynch002,情境,https://www.ss.net.tw/images/product_images/popup_images/9610_01608804414.webp
洛可可藝術,Chardin016,水甕 The Water Urn (La Fontaine),夏丹 Jean Baptiste Simeon Chardin,油彩．畫布 Oil on Canvas,#The#Water#Urn#Fontaine#Chardin016,情境,https://www.ss.net.tw/images/product_images/popup_images/Chardin016.webp
象徵主義,Puvis025,安息 Sleep,夏凡諾 Pierre Puvis de Chevannes,油彩．畫布 Oil on Canvas,#Sleep#Puvis025,情境,https://www.ss.net.tw/images/product_images/popup_images/Puvis025.webp
洛可可藝術,Watteau004,愛之樂 Pleasures of Love,華鐸 Jean Antoine Watteau,油彩．畫布 Oil on Canvas,#愛之樂#Pleasures#Love#Watteau004,情境,https://www.ss.net.tw/images/product_images/popup_images/Watteau004.webp
象徵主義,Puvis013,孩子們在秋天的果園裡 Le Verger. Les Enfants au verger. L’Automne,夏凡諾 Pierre Puvis de Chevannes,油彩．鉛筆．畫布 Oil and pencil on canvas,#孩子們在秋天的果園裡#Verger.#Les#Enfants#verger.#L’Automne#Puvis013,情境,https://www.ss.net.tw/images/product_images/popup_images/Puvis013.webp
浪漫主義,Delacroix030,薩達那培拉斯之死 The Death of Sardanapalus,德拉克窪 Eugene Delacroix,油彩．畫布 Oil on Canvas,#薩達那培拉斯之死#The#Death#Sardanapalus#Delacroix030,情境,https://www.ss.net.tw/images/product_images/popup_images/Delacroix030.webp
象徵主義,Puvis017,河川 The River,夏凡諾 Pierre Puvis de Chevannes,油彩．畫布 Oil on paper laid down on canvas,#The#River#Puvis017,情境,https://www.ss.net.tw/images/product_images/popup_images/Puvis017.webp
拉菲爾前派,Hunt018,燈籠商人的示愛.開羅街景 The Lantern Maker’s Courtship. A Street Scene in Cairo,漢特 William Holman Hunt,油彩．畫布 Oil on Canvas,#燈籠商人的示愛.開羅街景#The#Lantern#Maker’s#Courtship.#Street#Scene#Cairo#Hunt018,情境,https://www.ss.net.tw/images/product_images/popup_images/Hunt018.webp
印象主義,Caillebotte046,"陽台，奧斯曼大道 Un balcon, boulevard Haussmannqui",卡玉伯特 Gustave Caillebotte,油彩．畫布 Oil on canvas,#陽台，奧斯曼大道#balcon#boulevard#Haussmannqui#Caillebotte046,情境,https://www.ss.net.tw/images/product_images/popup_images/9497_01550152261.webp
古典主義,Moore014,大理石椅 The Marble Seats,摩爾 Albert Joseph Moore,油彩．畫布 Oil on Canvas,#大理石椅#The#Marble#Seats#Moore014,情境,https://www.ss.net.tw/images/product_images/popup_images/Moore014.webp
巴洛克藝術,Steen003,縱欲的影響 The Effects of Intemperance,史坦 Jan Steen,油彩．木板 Oil on wood,#縱欲的影響#The#Effects#Intemperance#Steen003,情境,https://www.ss.net.tw/images/product_images/popup_images/Steen003.webp
人物,Kustodiev001,懺悔節 Shrovetide,鮑里斯．庫斯托季耶夫 Boris Kustodiev,油彩．畫布 Oil on Canvas,#懺悔節#Shrovetide#Kustodiev001,情境,https://www.ss.net.tw/images/product_images/popup_images/9359_01544163699.webp
拉菲爾前派,BurneJones035,愛之歌 The Love Song,伯恩瓊斯 Sir Edward Coley Burne Jones,油彩．畫布 Oil on Canvas,#愛之歌#The#Love#Song#BurneJones035,情境,https://www.ss.net.tw/images/product_images/popup_images/BurneJones035.webp
印象主義,Pissarro099,盧昂碼頭 The Quays at Rouen,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#盧昂碼頭#The#Quays#Rouen#Pissarro099,情境,https://www.ss.net.tw/images/product_images/popup_images/Pissarro099.webp
浪漫主義,Goya058,放風箏 The Kite,戈耶 Francisco de Goya,油彩．畫布 Oil on Canvas,#放風箏#The#Kite#Goya058,情境,https://www.ss.net.tw/images/product_images/popup_images/Goya058.webp
學院藝術,Bouguereau112,俘虜 The Captive,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#The#Captive#Bouguereau112,情境,https://www.ss.net.tw/images/product_images/popup_images/715_01550915403.webp
洛可可藝術,Tiepolo021,古代歷史場景 Scene from Ancient History,提也波洛 Giovanni Battista Tiepolo,油彩．畫布 Oil on Canvas,#古代歷史場景#Scene#from#Ancient#History#Tiepolo021,情境,https://www.ss.net.tw/images/product_images/popup_images/Tiepolo021.webp
那比派,Vuillard010,讀報的威雅爾夫人 Reading the Newspaper. Jean-Edouard Vuillard,威雅爾 Edouard Vuillard,油彩．畫板 Oil on panel,#讀報的威雅爾夫人#Reading#the#Newspaper.#Jean#Edouard#Vuillard#Vuillard010,情境,https://www.ss.net.tw/images/product_images/popup_images/Vuillard010.webp
浪漫主義,Delacroix047,那切茲 The Natchez,德拉克窪 Eugene Delacroix,油彩．畫布 Oil on Canvas,#那切茲#The#Natchez#Delacroix047,情境,https://www.ss.net.tw/images/product_images/popup_images/Delacroix047.webp
巴洛克藝術,Hooch021,玩牌的人 Cardplayers in a Sunlit Room,荷郝 Pieter de Hooch,油彩．畫布 Oil on Canvas,#玩牌的人#Cardplayers#Sunlit#Room#Hooch021,情境,https://www.ss.net.tw/images/product_images/popup_images/Hooch021.webp
巴洛克藝術,Murillo047,麗培嘉和以撒 Rebecca and Eliezer,牟里羅 Bartolome Esteban Murillo,油彩．畫布 Oil on Canvas,#麗培嘉和以撒#Rebecca#and#Eliezer#Murillo047,情境,https://www.ss.net.tw/images/product_images/popup_images/Murillo047.webp
印象主義,Degas047,鈴鼓舞者 Danseuse au tambourin,竇加 Edgar Degas,油彩．紙．木板 Oil on paper laid down on panel,#鈴鼓舞者#Danseuse#tambourin#Degas047,情境,https://www.ss.net.tw/images/product_images/popup_images/Degas047.webp
印象主義,Manet116,鬥牛 The Bullfight,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#The#Bullfight#Manet116,情境,https://www.ss.net.tw/images/product_images/popup_images/Manet116.webp
印象主義,Pissarro022,收穫.彭退斯 The Harvest. Pontoise,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#收穫.彭退斯#The#Harvest.#Pontoise#Pissarro022,情境,https://www.ss.net.tw/images/product_images/popup_images/Pissarro022.webp
後期印象主義,ToulouseL077,薔薇小姐的劇團 La Troupe De Mademoiselle Eglantine,羅德列克 Henri de Toulouse Lautrec,平版印刷 Lithographic printing,#薔薇小姐的劇團#Troupe#Mademoiselle#Eglantine#ToulouseL077,情境,https://www.ss.net.tw/images/product_images/popup_images/ToulouseL077.webp
寫實主義,Daumier011,三位律師 Three Lawyers,杜米爾 Honore Daumier,油彩．畫布 Oil on Canvas,#三位律師#Three#Lawyers#Daumier011,情境,https://www.ss.net.tw/images/product_images/popup_images/Daumier011.webp
印象主義,Degas033,三位舞者 Three dancers,竇加 Edgar Degas,紙上粉彩 Pastel on paper,#三位舞者#Three#dancers#Degas033,情境,https://www.ss.net.tw/images/product_images/popup_images/Degas033.webp
學院藝術,Bouguereau064,慈愛 Charity,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#Charity#Bouguereau064,情境,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau064.webp
浪漫主義,Delacroix018,音樂家 Musicians (The Marriage at Cana),德拉克窪 Eugene Delacroix,油彩．畫布 Oil on Canvas,#音樂家#Musicians#The#Marriage#Cana#Delacroix018,情境,https://www.ss.net.tw/images/product_images/popup_images/Delacroix018.webp
巴洛克藝術,Poussin006,有三人點綴的風景 Landscape with Three Men,普桑 Nicolas Poussin,油彩．畫布 Oil on Canvas,#有三人點綴的風景#Landscape#with#Three#Men#Poussin006,情境,https://www.ss.net.tw/images/product_images/popup_images/Poussin006.webp
洛可可藝術,Boucher113,神殿與河流景觀 River Landscape with an Antique Temple,布雪 Francois Boucher,油彩．畫布 Oil on paper laid down on canvas,#神殿與河流景觀#River#Landscape#with#Antique#Temple#Boucher113,情境,https://www.ss.net.tw/images/product_images/popup_images/550_01534581151.webp
洛可可藝術,Chardin033,年輕學子在圖畫 Young Student Drawing,夏丹 Jean Baptiste Simeon Chardin,油彩．畫板 Oil on panel,#年輕學子在圖畫#Young#Student#Drawing#Chardin033,情境,https://www.ss.net.tw/images/product_images/popup_images/Chardin033.webp
後期印象主義,ToulouseL076,跳舞 Marcelle Lender Dancing the Bolero in ’Chilperic`,羅德列克 Henri de Toulouse Lautrec,油彩．畫布 Oil on Canvas,#Marcelle#Lender#Dancing#the#Bolero#’Chilperic`#ToulouseL076,情境,https://www.ss.net.tw/images/product_images/popup_images/ToulouseL076.webp
洛可可藝術,Boucher108,鄉村生活的魅力 Les charmes de la vie champêtre,布雪 Francois Boucher,油彩．畫布 Oil on Canvas,#鄉村生活的魅力#Les#charmes#vie#champêtre#Boucher108,情境,https://www.ss.net.tw/images/product_images/popup_images/Boucher108.webp
印象主義,Degas206,巴黎歌劇院的樂師 The Paris Opera Orchestra,竇加 Edgar Degas,油彩．畫布 Oil on Canvas,#巴黎歌劇院的樂師#The#Paris#Opera#Orchestra#Degas206,情境,https://www.ss.net.tw/images/product_images/popup_images/Degas206.webp
野獸派,Dufy022,機械鋼琴 Le Piano Mecanique,杜菲 Raoul Dufy,油彩．畫布 Oil on Canvas,#機械鋼琴#Piano#Mecanique#Dufy022,情境,https://www.ss.net.tw/images/product_images/popup_images/Dufy022.webp
古典主義,Moore012,蘋果 Apples,摩爾 Albert Joseph Moore,油彩．畫布 Oil on Canvas,#Apples#Moore012,情境,https://www.ss.net.tw/images/product_images/popup_images/Moore012.webp
後期印象主義,ToulouseL029,醫檢 L’Inspection medicale,羅德列克 Henri de Toulouse Lautrec,油彩．紙板 Oil on cardboard,#L’Inspection#medicale#ToulouseL029,情境,https://www.ss.net.tw/images/product_images/popup_images/ToulouseL029.webp
印象主義,Renoir199,摘花 Picking Flowers,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#Picking#Flowers#Renoir199,情境,https://www.ss.net.tw/images/product_images/popup_images/Renoir199.webp
後期印象主義,Gauguin013,誕生 Be Be (The Nativity),高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#The#Nativity#Gauguin013,情境,https://www.ss.net.tw/images/product_images/popup_images/Gauguin013.webp
巴洛克藝術,Poussin064,遭劫掠的薩比奴女人  The Abduction of the Sabine Women,普桑 Nicolas Poussin,油彩．畫布 Oil on Canvas,#遭劫掠的薩比奴女人#The#Abduction#the#Sabine#Women#Poussin064,情境,https://www.ss.net.tw/images/product_images/popup_images/Poussin064.webp
洛可可藝術,Watteau012,法國喜劇演員 The French Comedians,華鐸 Jean Antoine Watteau,油彩．畫布 Oil on Canvas,#法國喜劇演員#The#French#Comedians#Watteau012,情境,https://www.ss.net.tw/images/product_images/popup_images/Watteau012.webp
拉菲爾前派,Edmund010,把妳的手給我.相信我 Lay thy sweet hand in mine and trust in me,萊頓 Edmund Blair Leighton,油彩．畫布 Oil on Canvas,#把妳的手給我.相信我#Lay#thy#sweet#hand#mine#and#trust#Edmund010,情境,https://www.ss.net.tw/images/product_images/popup_images/Edmund010.webp
巴洛克藝術,Steen019,分享牡蠣 An Interior with a Man offering an Oyster to a Woman,史坦 Jan Steen,油彩．橡木板 Oil on oak panel,#分享牡蠣#Interior#with#Man#offering#Oyster#Woman#Steen019,情境,https://www.ss.net.tw/images/product_images/popup_images/Steen019.webp
洛可可藝術,Watteau013,義大利喜劇演員 The Italian Comedians,華鐸 Jean Antoine Watteau,油彩．畫布 Oil on Canvas,#義大利喜劇演員#The#Italian#Comedians#Watteau013,情境,https://www.ss.net.tw/images/product_images/popup_images/Watteau013.webp
拉菲爾前派,Brown017,多色的外套 The Coat of Many Colours,布朗 Ford Madox Brown,水彩．紙 Watercolour on paper,#多色的外套#The#Coat#Many#Colours#Brown017,情境,https://www.ss.net.tw/images/product_images/popup_images/Brown017.webp
巴洛克藝術,Hooch018,庭院中的音樂會 A Musical Party in a Courtyard,荷郝 Pieter de Hooch,油彩．畫布 Oil on Canvas,#庭院中的音樂會#Musical#Party#Courtyard#Hooch018,情境,https://www.ss.net.tw/images/product_images/popup_images/Hooch018.webp
浪漫主義,Turner013,愛尼亞士和女預言家 Lake Avernus：Aeneas and the Cumaean Sybil,脫爾諾 Joseph Mallord William Turner,油彩．畫布 Oil on Canvas,#愛尼亞士和女預言家#Lake#Avernus：Aeneas#and#the#Cumaean#Sybil#Turner013,情境,https://www.ss.net.tw/images/product_images/popup_images/Turner013.webp
浪漫主義,Delacroix023,兩個弗斯卡利 The two Foscari,德拉克窪 Eugene Delacroix,油彩．畫布 Oil on Canvas,#兩個弗斯卡利#The#two#Foscari#Delacroix023,情境,https://www.ss.net.tw/images/product_images/popup_images/Delacroix023.webp
古典主義,Moore013,一位音樂家 A Musician,摩爾 Albert Joseph Moore,油彩．畫布 Oil on Canvas,#一位音樂家#Musician#Moore013,情境,https://www.ss.net.tw/images/product_images/popup_images/Moore013.webp
印象主義,Boudin040,圖維列海灘 Beach Scene. Trouville,布丹 Eugene Louis Boudin,油彩．畫布 Oil on Canvas,#圖維列海灘#Beach#Scene.#Trouville#Boudin040,情境,https://www.ss.net.tw/images/product_images/popup_images/Boudin040.webp
寫實主義,Eakins020,阿卡迪亞 Arcadia,埃金斯 Thomas Eakins,油彩．畫布 Oil on Canvas,#阿卡迪亞#Arcadia#Eakins020,情境,https://www.ss.net.tw/images/product_images/popup_images/Eakins020.webp
洛可可藝術,Boucher053,四季 The Four Seasons,布雪 Francois Boucher,油彩．畫布 Oil on Canvas,#The#Four#Seasons#Boucher053,情境,https://www.ss.net.tw/images/product_images/popup_images/Boucher053.webp
洛可可藝術,Hogarth003,史帝夫和瑪麗的婚禮 The Wedding of Stephen Beckingham and Mary Cox,霍加斯 William Hogarth,油彩．畫布 Oil on Canvas,#史帝夫和瑪麗的婚禮#The#Wedding#Stephen#Beckingham#and#Mary#Cox#Hogarth003,情境,https://www.ss.net.tw/images/product_images/popup_images/Hogarth003.webp
印象主義,Pissarro103,農家 Maison De Paysans,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#Maison#Paysans#Pissarro103,情境,https://www.ss.net.tw/images/product_images/popup_images/Pissarro103.webp
印象主義,Degas164,練舞扶手旁的舞者 Dancers at the Barre,竇加 Edgar Degas,油彩．畫布 Oil on Canvas,#練舞扶手旁的舞者#Dancers#the#Barre#Degas164,情境,https://www.ss.net.tw/images/product_images/popup_images/Degas164.webp
印象主義,Degas211,兩個舞者 Two Dancers,竇加 Edgar Degas,油彩．畫布 Oil on Canvas,#兩個舞者#Two#Dancers#Degas211,情境,https://www.ss.net.tw/images/product_images/popup_images/Degas211.webp
印象主義,Renoir166,在布羅尼森林 Allee cavaliere au bois de Boulogne,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#在布羅尼森林#Allee#cavaliere#bois#Boulogne#Renoir166,情境,https://www.ss.net.tw/images/product_images/popup_images/Renoir166.webp
後期印象主義,Gauguin097,洗衣女 Washerwomen,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#洗衣女#Washerwomen#Gauguin097,情境,https://www.ss.net.tw/images/product_images/popup_images/Gauguin097.webp
印象主義,Manet064,咖啡廳演奏會 The Cafe Concert,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#咖啡廳演奏會#The#Cafe#Concert#Manet064,情境,https://www.ss.net.tw/images/product_images/popup_images/Manet064.webp
印象主義,Pissarro046,彭退斯的偏僻處 Route du Fond in Hermitage. Pontoise,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#彭退斯的偏僻處#Route#Fond#Hermitage.#Pontoise#Pissarro046,情境,https://www.ss.net.tw/images/product_images/popup_images/Pissarro046.webp
人物,Gros009,"拿破崙東征在1807年2月9日 Napoleon on the Battlefield at Eylan, February 9, 1807",格羅 Antoine-Jean Gros,油彩．畫布 Oil on canvas,#拿破崙東征在1807年2月9日#Napoleon#the#Battlefield#Eylan#February#1807#Gros009,情境,https://www.ss.net.tw/images/product_images/popup_images/9424_01546068560.webp
浪漫主義,Delacroix038,摩洛哥騎士涉水而過 Moroccan Horseman Crossing a Ford,德拉克窪 Eugene Delacroix,油彩．畫布 Oil on Canvas,#摩洛哥騎士涉水而過#Moroccan#Horseman#Crossing#Ford#Delacroix038,情境,https://www.ss.net.tw/images/product_images/popup_images/Delacroix038.webp
印象主義,Renoir056,閱讀 La Lecture. Deux Femmes aux Corsages Rouge et Rose,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#Lecture.#Deux#Femmes#aux#Corsages#Rouge#Rose#Renoir056,情境,https://www.ss.net.tw/images/product_images/popup_images/Renoir056.webp
印象主義,Degas037,協和廣場 Place de la Concorde (Viscount Lepic and his Daughters Crossing the Place de la Concorde),竇加 Edgar Degas,油彩．畫布 Oil on Canvas,#協和廣場#Place#Concorde#Viscount#Lepic#and#his#Daughters#Crossing#the#Degas037,情境,https://www.ss.net.tw/images/product_images/popup_images/Degas037.webp
巴洛克藝術,Poussin034,崇拜物質財富 The Adoration of the Golden Calf,普桑 Nicolas Poussin,油彩．畫布 Oil on Canvas,#崇拜物質財富#The#Adoration#the#Golden#Calf#Poussin034,情境,https://www.ss.net.tw/images/product_images/popup_images/Poussin034.webp
後期印象主義,Cezanne070,那不勒斯的午後 Afternoon in Naples,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#那不勒斯的午後#Afternoon#Naples#Cezanne070,情境,https://www.ss.net.tw/images/product_images/popup_images/Cezanne070.webp
浪漫主義,Delacroix035,塞西亞人中的歐比德 Ovid among the Scythians,德拉克窪 Eugene Delacroix,油彩．紙板 Oil on cardboard,#塞西亞人中的歐比德#Ovid#among#the#Scythians#Delacroix035,情境,https://www.ss.net.tw/images/product_images/popup_images/Delacroix035.webp
立體派,Laurencin040,排練 La Repetition,羅蘭珊 Marie Laurencin,油彩．畫布 Oil on Canvas,#Repetition#Laurencin040,情境,https://www.ss.net.tw/images/product_images/popup_images/Laurencin040.webp
後期印象主義,Cezanne088,沐浴者 Bathers,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#沐浴者#Bathers#Cezanne088,情境,https://www.ss.net.tw/images/product_images/popup_images/Cezanne088.webp
洛可可藝術,Boucher058,秘密消息 The Secret Message,布雪 Francois Boucher,油彩．畫布 Oil on Canvas,#秘密消息#The#Secret#Message#Boucher058,情境,https://www.ss.net.tw/images/product_images/popup_images/Boucher058.webp
巴洛克藝術,Steen006,冬季場景 Winter scene,史坦 Jan Steen,油彩．畫板 Oil on panel,#冬季場景#Winter#scene#Steen006,情境,https://www.ss.net.tw/images/product_images/popup_images/Steen006.webp
寫實主義,Eakins032,威廉．拉什的雕刻 William Rush Carving His Allegorical Figure of the Schuylkill River,埃金斯 Thomas Eakins,油彩．畫布 Oil on Canvas,#威廉．拉什的雕刻#William#Rush#Carving#His#Allegorical#Figure#the#Schuylkill#River#Eakins032,情境,https://www.ss.net.tw/images/product_images/popup_images/Eakins032.webp
後期印象主義,Gauguin015,談天 Conversation (Les Parau Parau),高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#Conversation#Les#Parau#Gauguin015,情境,https://www.ss.net.tw/images/product_images/popup_images/Gauguin015.webp
印象主義,Pissarro142,坐在厄哈格尼花園裡的女僕 La servante assise dans le jardin d’ Eragny,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#坐在厄哈格尼花園裡的女僕#servante#assise#dans#jardin#Eragny#Pissarro142,情境,https://www.ss.net.tw/images/product_images/popup_images/Pissarro142.webp
後期印象主義,Gauguin161,四個不列塔尼人的舞蹈 Bretonnes causant. ou La danse des quatre bretonnes ou Quatre bretonnes,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#四個不列塔尼人的舞蹈#Bretonnes#causant.#danse#des#quatre#bretonnes#Quatre#Gauguin161,情境,https://www.ss.net.tw/images/product_images/popup_images/Gauguin161.webp
印象主義,Renoir192,摘葡萄者 The Vintagers,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#摘葡萄者#The#Vintagers#Renoir192,情境,https://www.ss.net.tw/images/product_images/popup_images/Renoir192.webp
後期印象主義,Gauguin076,逃逸 The Escape,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#The#Escape#Gauguin076,情境,https://www.ss.net.tw/images/product_images/popup_images/Gauguin076.webp
印象主義,Pissarro198,伊拉格尼花園洗衣女 Laveuse dans le jardin d’Eragny,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#伊拉格尼花園洗衣女#Laveuse#dans#jardin#d’Eragny#Pissarro198,情境,https://www.ss.net.tw/images/product_images/popup_images/Pissarro198.webp
洛可可藝術,Boucher122,兩個牧羊女 Two Shepherdesses,布雪 Francois Boucher,油彩．畫布 Oil on Canvas,#兩個牧羊女#Two#Shepherdesses#Boucher122,情境,https://www.ss.net.tw/images/product_images/popup_images/Boucher122.webp
學院藝術,Bouguereau055,春天 Spring,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#Spring#Bouguereau055,情境,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau055.webp
印象主義,Degas218,芭蕾舞劇「源泉」中的菲奧克爾小姐 Mlle Fiocre in the Ballet - La Source,竇加 Edgar Degas,油彩．畫布 Oil on Canvas,#芭蕾舞劇「源泉」中的菲奧克爾小姐#Mlle#Fiocre#the#Ballet#Source#Degas218,情境,https://www.ss.net.tw/images/product_images/popup_images/Degas218.webp
印象主義,Renoir159,根西島岩石上的裸體男孩 Nude Boys on the Rocks at Guernsey,雷諾瓦 Pierre Auguste Renoir,油彩．織布 oil on fabric,#根西島岩石上的裸體男孩#Nude#Boys#the#Rocks#Guernsey#Renoir159,情境,https://www.ss.net.tw/images/product_images/popup_images/Renoir159.webp
後期印象主義,Gauguin183,海邊的婦女 Women on the Seashore,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#海邊的婦女#Women#the#Seashore#Gauguin183,情境,https://www.ss.net.tw/images/product_images/popup_images/Gauguin183.webp
後期印象主義,Cezanne027,沐浴者  Bathers,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#沐浴者#Bathers#Cezanne027,情境,https://www.ss.net.tw/images/product_images/popup_images/Cezanne027.webp
後期印象主義,Gauguin172,阿爾的洗衣婦 Laveuses a Arles ( Washerwomen in Arles ),高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#阿爾的洗衣婦#Laveuses#Arles#Washerwomen#Gauguin172,情境,https://www.ss.net.tw/images/product_images/popup_images/Gauguin172.webp
浪漫主義,Delacroix029,歡呼 Muley Abd-el-Rahman,德拉克窪 Eugene Delacroix,油彩．木板 Oil on wood,#Muley#Abd#Rahman#Delacroix029,情境,https://www.ss.net.tw/images/product_images/popup_images/Delacroix029.webp
洛可可藝術,Boucher086,木屐 Les Sabots,布雪 Francois Boucher,油彩．畫布 Oil on Canvas,#Les#Sabots#Boucher086,情境,https://www.ss.net.tw/images/product_images/popup_images/Boucher086.webp
拉菲爾前派,Edmund012,幫個忙 A Favour,萊頓 Edmund Blair Leighton,油彩．畫布 Oil on Canvas,#幫個忙#Favour#Edmund012,情境,https://www.ss.net.tw/images/product_images/popup_images/Edmund012.webp
印象主義,Renoir263,清真寺 The Mosque,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#清真寺#The#Mosque#Renoir263,情境,https://www.ss.net.tw/images/product_images/popup_images/Renoir263.webp
後期印象主義,Gauguin011,浴女 Women Bathing,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#Women#Bathing#Gauguin011,情境,https://www.ss.net.tw/images/product_images/popup_images/Gauguin011.webp
印象主義,Pissarro025,農民採集乾草.厄哈格尼 Paysannes ramassant des herbes. Eragny,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#農民採集乾草.厄哈格尼#Paysannes#ramassant#des#herbes.#Eragny#Pissarro025,情境,https://www.ss.net.tw/images/product_images/popup_images/Pissarro025.webp
洛可可藝術,Boucher091,他們在想著葡萄嗎？ Are They Thinking about the Grape？,布雪 Francois Boucher,油彩．畫布 Oil on Canvas,#他們在想著葡萄嗎？#Are#They#Thinking#about#the#Grape？#Boucher091,情境,https://www.ss.net.tw/images/product_images/popup_images/Boucher091.webp
寫實主義,Daumier012,工作室 The Studio,杜米爾 Honore Daumier,油彩．畫布 Oil on Canvas,#工作室#The#Studio#Daumier012,情境,https://www.ss.net.tw/images/product_images/popup_images/Daumier012.webp
人物,Leutze001,華盛頓橫渡特拉華河 Washington Crossing the Delaware,埃瑪紐埃爾．洛伊茨 Emanuel Leutze,油彩．畫布 Oil on Canvas,#華盛頓橫渡特拉華河#Washington#Crossing#the#Delaware#Leutze001,情境,https://www.ss.net.tw/images/product_images/popup_images/9354_01543033718.webp
拉菲爾前派,Dicksee006,保羅和弗蘭切斯卡 Paolo and Francesca,迪克西 Frank Dicksee,油彩．畫布 Oil on Canvas,#保羅和弗蘭切斯卡#Paolo#and#Francesca#Dicksee006,情境,https://www.ss.net.tw/images/product_images/popup_images/Dicksee006.webp
印象主義,Pissarro031,諾伍德上方的狐山 Fox Hill. Upper Norwood,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#諾伍德上方的狐山#Fox#Hill.#Upper#Norwood#Pissarro031,情境,https://www.ss.net.tw/images/product_images/popup_images/Pissarro031.webp
印象主義,Renoir185,閱讀 La Lecture,雷諾瓦 Pierre Auguste Renoir,粉臘．紙 pastel on paper,#Lecture#Renoir185,情境,https://www.ss.net.tw/images/product_images/popup_images/Renoir185.webp
洛可可藝術,Watteau019,驚喜 La Surprise：A couple embracing while a figure dressed as Mezzetin tunes a guitar,華鐸 Jean Antoine Watteau,油彩．畫板 Oil on panel,#Surprise：A#couple#embracing#while#figure#dressed#Mezzetin#tunes#guitar#Watteau019,情境,https://www.ss.net.tw/images/product_images/popup_images/Watteau019.webp
拉菲爾前派,Edmund004,陰影 The Shadow,萊頓 Edmund Blair Leighton,油彩．畫布 Oil on Canvas,#The#Shadow#Edmund004,情境,https://www.ss.net.tw/images/product_images/popup_images/Edmund004.webp
後期印象主義,Gauguin105,祈願 The Invocation,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#The#Invocation#Gauguin105,情境,https://www.ss.net.tw/images/product_images/popup_images/Gauguin105.webp
後期印象主義,ToulouseL079,在沙龍 In the Salon,羅德列克 Henri de Toulouse Lautrec,粉彩．油彩．紙板 Pastel and oil on paperboard,#在沙龍#the#Salon#ToulouseL079,情境,https://www.ss.net.tw/images/product_images/popup_images/ToulouseL079.webp
人物,Gros004,"金字塔之戰，1798 年 7 月 21 日 The Battle of the Pyramids, July 21, 1798",格羅 Antoine-Jean Gros,油彩．畫布 Oil on Canvas,#金字塔之戰，1798#The#Battle#the#Pyramids#July#1798#Gros004,情境,https://www.ss.net.tw/images/product_images/popup_images/9423_01546068341.webp
浪漫主義,Delacroix045,劫營 Botzaris Surprises the Turkish Camp and Falls Fatally Wounded,德拉克窪 Eugene Delacroix,油彩．畫布 Oil on Canvas,#Botzaris#Surprises#the#Turkish#Camp#and#Falls#Fatally#Wounded#Delacroix045,情境,https://www.ss.net.tw/images/product_images/popup_images/Delacroix045.webp
